Date,direction,SPY_vol,SPY_log,MSFT_vol,MSFT_log,AAPL_vol,AAPL_log,AMZN_vol,AMZN_log,GOOGL_vol,GOOGL_log,JNJ_vol,JNJ_log,BRK-B_vol,BRK-B_log,JPM_vol,JPM_log,rsi14,macd,Lisa_Pol,Lisa_Sub,OilPrice_Pol,OilPrice_Sub,SenTrader_Pol,SenTrader_Sub,Yahoo_Pol,Yahoo_Sub
2016-01-11,0,0.16343764973895136,-0.03802242501618114,0.14394366898508326,-0.03388888194727002,0.16783657322450285,-0.03611861357971158,0.3031823624676562,-0.06908647401342449,0.18352224350829185,-0.04049678216045027,0.12464032796913936,-0.03471217498233958,0.1696066800784752,-0.009572448302018977,0.30892793648439587,-0.08344957995423119,16.170200354509163,0,0.06682373494171247,0.29438019845323204,-0.006026365348399246,0.11853278548193803,-0.029997086247086253,0.2781614219114219,0.05269642683705183,0.24921278374403366
2016-01-18,0,0.1463410285762833,-0.01592841354909602,0.13689124975791153,-0.019810221849202225,0.1648054293103968,-0.005674324119001373,0.31636672502660884,-0.05951797685234261,0.1577403594300537,-0.016252664748416024,0.125770714337176,-0.003160501804846838,0.12080865024263257,-0.016107921727233965,0.2939686908588188,-0.018874998857417502,24.07669638142481,0,0.03360776828847481,0.28054746808143544,0.02980724707391373,0.138949847683181,0.05694444444444444,0.3365740740740741,0.024257814587675706,0.22354023034578585
2016-01-25,1,0.14903418179590422,-0.00021063780433561163,0.1346662038906883,0.008895805958794245,0.22309292963236446,0.031113328215739422,0.3035384439425953,0.03557573498863942,0.19466745285326045,0.032366436499682294,0.11248622659145119,-0.012432721921430634,0.11462969818918596,-0.0024466099108035877,0.2632392799807199,-0.02189037606334665,32.207461343182786,0,0.021564648586707414,0.19712725999490707,-0.0029135802469135758,0.17333024691358023,0.06268939393939393,0.3554924242424242,0.05466653741386363,0.25835371476414243
2016-02-01,0,0.14109755398679721,0.013649058180748241,0.250744900473543,0.055059823085719106,0.24525646047231286,-0.051023698503240844,0.2959532527714063,-0.033740622269160525,0.23452567518981068,0.036199559715695884,0.28190685340573696,0.0688136372269792,0.11783727296620833,0.018709687710741107,0.3301394838540714,0.04635905018325204,26.66281803744924,0,0.026407299596954766,0.23937064957179902,-0.017671063707247917,0.16147007354244197,1.0,0.3,0.04763129280734913,0.2378275037429967
2016-02-08,1,0.15875811513208718,-0.03574260699894527,0.4109040371856896,-0.10216675750173954,0.23196157790776828,-0.035235754794518126,0.5336157065432744,-0.17265815552261898,0.4390899951124334,-0.11470195095826963,0.29939572058968383,-0.03236848959773564,0.11835077115705542,-0.02544910749881346,0.33417734719083725,-0.04264783115171866,25.577984009495964,0,-0.001053549624978196,0.2607901622187337,-0.03209550865800864,0.26550217874231025,-0.025,0.0,0.09889769668278435,0.32080852910896795
2016-02-15,1,0.15372678933818174,0.01601999301182655,0.426989372589751,0.02688070815582,0.24890816705371252,0.020091023388418172,0.6606845980529353,0.06565303636394049,0.4716079151117479,0.04405088316583328,0.27545075866776125,0.020328361204848377,0.1634205530528396,0.029319380853381816,0.2632687815978782,0.026802873876086153,36.83714999770983,0,0.008932412001232222,0.2489757054223345,0.07302971576227392,0.2245847176079734,0.0,0.5,0.09392497709103549,0.2758658996113376
2016-02-22,1,0.17200839691599915,0.026658440751303303,0.43386210936375597,0.02675091187223666,0.25855104412742086,0.013484769793246087,0.6881173261058493,0.04280668593425929,0.4715372650291061,0.014998603305273583,0.27243558215644015,0.0173344858571296,0.15741055692908448,0.02102282788874721,0.25479869927768456,0.004796973125582582,42.25113446883483,0,0.029979628214922335,0.21495678069207483,0.01900081900081901,0.2701678951678952,0.03333333333333333,0.11666666666666665,0.06908653097033379,0.23754467037917745
2016-02-29,1,0.17121001907826555,0.006375699044949279,0.4376857825916436,-0.017948958747387334,0.2250962660800007,0.005694513053146721,0.6771166507325265,0.021529727168829282,0.4570031465164894,-0.01173395198968219,0.25529922457714505,0.010695242363423674,0.1517442034433173,0.008811942959034091,0.25140594618456713,-0.018979149591625166,50.19601008447991,1,-0.02351300705467372,0.3120171957671958,0.020576923076923086,0.19608974358974357,-0.09375,0.45,0.03975748704847066,0.2016840891349088
2016-03-07,1,0.1776200345039526,0.02144838595808718,0.3796004512667262,0.004081298046499704,0.23094013257984067,0.055522402349216904,0.6883553762644314,0.034662956245850474,0.43084789352303204,0.005739426388912783,0.15136121175321193,0.006815638129884505,0.16605414309067046,0.032025140552983444,0.23111961456926647,0.03642986944262461,53.220153769120984,1,0.03903885796742938,0.28716278430564135,0.03033126293995859,0.21609730848861278,0.024166666666666656,0.2841666666666667,0.04160993159286676,0.20611116130740692
2016-03-14,1,0.05448287947171756,0.014047590026706303,0.1374401051109384,0.022058968792175282,0.16264033477100068,-0.004698938850336898,0.20224379688054253,-0.01146833926538271,0.14986683250107918,0.0269653461122763,0.04005942631649324,0.017951100820654986,0.06415498450607811,0.022263081826114473,0.1630925712339394,-0.006571754743142755,55.254540321685404,1,0.06631664316323406,0.3160886462022825,-0.011999999999999997,0.3580000000000001,0.13636363636363635,0.45454545454545453,0.04768028024606972,0.24999882914356608
2016-03-21,0,0.059649358012100445,0.009403626936866694,0.1248694417611341,0.01019263109155899,0.17581054159079065,0.038688394713982,0.22653924781301094,-0.032424859008254536,0.10078525651659642,0.011929052080629887,0.06584195962447699,-0.004736873228088356,0.0688294229886677,0.00961274420851499,0.15263935877532891,0.017927927103149166,53.31255914872616,1,-0.026580824478551753,0.31387052341597793,0.06944444444444445,0.17291666666666666,0.25,0.25,0.07548516628873776,0.26455769428983716
